question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"Between the initial close-up guitar shots and the later rain-soaked leaves, which natural scene briefly appears?",103,16,0.1875,0.348,2,2,12,0.7459,0.2222,0.4714,0.0896,0.3448,0,0
"After the moment where two people alternately raise and lower a wooden seesaw, what specific text overlay appears on the screen?",4,16,0.1875,0.3903,3,0,13,0.8121,0.21326,0.4618,0.1246,0.5542,0,0
"After the athlete lands in the sandpit and lifts her arms in celebration, which drill title appears on the screen?",37,16,0.1875,0.3903,3,0,13,0.7383,0.21298,0.4615,0.0508,0.2913,0,0
"After earlier scenes featuring yellow and orange kayaks surging through rapids, what color is the kayak that first drops over the waterfall later in the video?",56,16,0.1875,0.3903,3,0,13,0.7313,0.19279,0.4391,0.0438,0.2643,0,0
"In the video, the same piece of exercise equipment first appears resting beside a weight bench in the home gym area and later rolls across the floor near the window. What object is it?",128,16,0.1875,0.348,2,2,12,0.9636,0.17769,0.4215,0.2761,0.4808,0,0
"When the girls’ high-jump bar is raised from 4'8"" to 4'10"", what color uniform does the first athlete who successfully clears the new height wear?",15,16,0.1875,0.348,2,2,12,1.0168,0.17682,0.4205,0.3293,0.708,0,0
"Following the moment when a fish is lifted from the ice hole but before the view moves underwater, what piece of equipment beside the hole does the camera focus on?",123,16,0.1875,0.3903,3,0,13,0.7237,0.17449,0.4177,0.0362,0.2667,0,0
"After finishing his saxophone solo while the drummer and other musicians continue playing, what does the bearded saxophonist do next?",72,16,0.1875,0.3903,3,0,13,0.7138,0.17333,0.4163,0.0263,0.2121,0,0
"Immediately after the guitar performance on the theater stage and right before the footage returns to curling on the ice, what startling visual dominates the screen?",130,16,0.1875,0.2997,1,4,11,0.9235,0.15628,0.3953,0.236,0.8447,0,0
"After the office shot showing only magazines and a small plant on the glass coffee table, what two electronic items are seen on the table in the following living-room scene?",67,16,0.1875,0.2421,0,6,10,0.7748,0.15603,0.395,0.0873,0.7576,0,0
"When the shopper’s smartphone displays details about KIND bars, which snack bar brand is prominently arranged on the shelf they face?",41,16,0.1875,0.3903,3,0,13,0.6875,0.15234,0.3903,0.0,0.0,0,0
"While the girl in a pink top finishes her jumps and the child in a red outfit begins, which wheeled object briefly passes in front of the jump-ropers?",112,16,0.1875,0.3903,3,0,13,0.6987,0.15003,0.3873,0.0112,0.1786,0,0
"During the forest segment that comes just before the scenes of people floating on tubes again, what object is spraying water that produces the small rainbows?",31,16,0.1875,0.348,2,2,12,0.749,0.14654,0.3828,0.0615,0.4,0,0
"During the continuous navel procedure that begins when gloved hands arrive with scissors and tweezers and continues through needle insertion and jewelry placement, which tool do the gloved hands consistently use to grasp and stabilize the skin?",62,16,0.1875,0.3903,3,0,13,1.2578,0.13302,0.3647,0.5703,0.753,0,0
"After the early setup of Sorry! pawns, what kind of game pieces does the person later take from a tin box and spread across the table?",14,16,0.1875,0.348,2,2,12,0.6952,0.12786,0.3576,0.0077,0.102,0,0
"After the tutorial segment where the person inserts contact lenses into both eyes, what item do they next raise toward the camera to demonstrate?",63,16,0.1875,0.348,2,2,12,0.7225,0.12637,0.3555,0.035,0.5607,0,0
"After finishing her kite-flying and starting the solitary walk toward the distant house, what pattern is on the dress the girl is wearing?",30,16,0.1875,0.348,2,2,12,0.7667,0.12197,0.3492,0.0792,0.3008,0,0
What indoor activity is depicted between the nighttime aerial view of the illuminated city landmarks and the subsequent outdoor stage performance beneath the grand archway?,123,16,0.1875,0.2421,0,6,10,1.0241,0.10026,0.3166,0.3366,0.7143,0,0
"After the scene of two people swimming in the lake, what does one of them do immediately after grabbing the tow rope from the boat?",117,16,0.1875,0.2997,1,4,11,0.707,0.08735,0.2955,0.0195,0.0875,0,0
"Right after the woman finishes picking up the small white objects with a stick, which object does she demonstrate techniques with in the very next segment?",43,16,0.1562,0.3409,2,1,13,0.9021,0.2793,0.5285,0.2771,0.784,0,0
Which item does the person repurpose to open the freezer door after having just wiped down the refrigerator exterior with it?,23,16,0.1562,0.3409,2,1,13,0.9556,0.27053,0.5201,0.2993,0.9704,0,0
"Following the initial overview that highlights a jug labeled ""Primer AP9,"" into what color cup does the woman later dip her tool while spreading adhesive on the floor?",113,16,0.1562,0.3409,2,1,13,0.8335,0.24998,0.5,0.2085,0.8824,0,0
"Right before the scene where the man stands to play a clarinet, which instrument is he shown playing while seated?",106,16,0.1562,0.3409,2,1,13,0.9471,0.19788,0.4448,0.2909,0.7273,0,0
"After Scotty Miller finishes his 17'6"" vault, which athlete appears next to attempt a jump and what height is he trying to clear?",6,16,0.1562,0.2915,1,3,12,0.7594,0.18678,0.4322,0.1031,0.5167,0,0
"Following the moment when a colorful book lies open on the tufted leather couch beside a white pillow, which item is later measured with a tape measure while resting on that same couch?",38,16,0.1562,0.3409,2,1,13,0.7195,0.17102,0.4135,0.0632,0.3571,0,0
"After the elderly man carefully examines a pair of eyeglasses, what task does he complete while sitting cross-legged on the floor before he stands and walks away?",119,16,0.1562,0.3409,2,1,13,0.7034,0.12797,0.3577,0.0471,0.1462,0,0
"After showing a hand holding a white can in front of a Star Wars poster, what decorative object does the camera focus on next before later revealing the sofa with blue and yellow cushions?",110,16,0.1562,0.3409,2,1,13,0.6582,0.11953,0.3457,0.0019,0.0309,0,0
What does the person do to the white fabric just before using it to wipe the wooden table clean?,67,16,0.1562,0.3409,2,1,13,0.6884,0.11513,0.3393,0.0322,0.375,0,0
"What two-word phrase is shown as an on-screen text overlay while the instructor talks, before he later demonstrates the move on the purple rail?",70,16,0.1562,0.3409,2,1,13,0.7742,0.10206,0.3195,0.1492,0.4651,0,0
"Following the daytime scene in which a cyclist rides calmly across the plaza outside the modern building, what interior feature does the camera later concentrate on during the nighttime sequence inside the building?",41,16,0.1562,0.2915,1,3,12,0.6832,0.10099,0.3178,0.0269,0.1613,0,0
"After creating the first set of smoke rings with no device in his hands, what object does the man raise to his mouth before blowing the next rings?",92,16,0.1562,0.2915,1,3,12,0.7147,0.1003,0.3167,0.0585,0.2308,0,0
"How do the athlete's two consecutive tries at the 5'9"" high-jump bar differ in outcome?",12,16,0.1562,0.2915,1,3,12,0.7721,0.09541,0.3089,0.1471,0.4082,0,0
"After the freshly ironed and folded pink shirt is placed aside, what garment does the person pull from the white plastic bag to fold next?",27,16,0.1562,0.2915,1,3,12,0.6779,0.08183,0.2861,0.0216,0.2264,0,0
"After earlier scenes where the woman must hold the child to keep him afloat, what self-directed movement does the child later complete in the pool before returning to her?",105,16,0.1562,0.2915,1,3,12,0.7027,0.07725,0.2779,0.0464,0.2281,0,0
"Besides the yellow popsicle, what additional object does the toddler hold before the princess-costumed child joins him on the couch?",101,16,0.125,0.3307,2,0,14,0.8482,0.35304,0.5942,0.2232,1.0,0,0
"Right before the green canoe labeled ""CASCADE"" drifts into view, what object is lying along the edge of the blue boat shown in the preceding shot?",4,16,0.125,0.3307,2,0,14,0.6413,0.30766,0.5547,0.0788,0.7143,0,0
What lawn-care device is pushed over the grass right after the person finishes raking debris from the lawn?,71,16,0.125,0.3307,2,0,14,0.8427,0.30502,0.5523,0.2177,0.7611,0,0
What wall-mounted item does the camera focus on closely just before it turns to show the staircase leading to another room?,110,16,0.125,0.3307,2,0,14,0.7943,0.27365,0.5231,0.1693,0.7857,0,0
"After the white-clad player completes his serve and walks toward the right side of the outdoor court, what phrase appears on screen to describe that delivery?",18,16,0.125,0.3307,2,0,14,0.7228,0.26487,0.5147,0.0978,0.6667,0,0
"After the furniture is coated with Chalky Flat Matt paint but before Annie Sloan Soft Wax is rubbed on, which wood-care product is applied to the surface with a cloth?",89,16,0.125,0.2795,1,2,13,0.8372,0.20437,0.4521,0.2122,0.6384,0,0
"After the men finish gathering around the outdoor pool table, what object do they later throw back and forth while running across the grassy field?",103,16,0.125,0.3307,2,0,14,0.7657,0.17971,0.4239,0.1407,0.435,0,0
Which object does the man place next to the refrigerator shortly after he slides the frosted-glass doors open and inspects them?,80,16,0.125,0.3307,2,0,14,0.6583,0.17542,0.4188,0.0333,0.2882,0,0
"After the camera shifts away from the seated woman with the hookah, who is shown standing together on the grassy hill by the water?",11,16,0.125,0.2165,0,4,12,0.8505,0.17316,0.4161,0.2255,0.835,0,0
"After the onscreen text introduces the ""HEEL HOOKS"" section, which climbing technique phrase appears next later in the video?",132,16,0.125,0.3307,2,0,14,1.1451,0.16562,0.407,0.5201,0.7908,0,0
"After the shopper selects a $5 bouquet from the basket near the ATM, which fruit does the camera later highlight when it pans over the wooden produce baskets?",30,16,0.125,0.3307,2,0,14,0.7856,0.15368,0.392,0.1919,0.8365,0,0
"Of the athletes wearing bib numbers 184, 278, and 297, which one is shown making several javelin throws in a row, and what color is his outfit?",42,16,0.125,0.3307,2,0,14,0.6721,0.15056,0.388,0.0471,0.3522,0,0
Which ingredient is added to the orange curry after the cheese chunks but before the carrots?,128,16,0.125,0.3307,2,0,14,0.8969,0.15003,0.3873,0.2719,0.45,0,0
"Across the boat-riding segments interspersed with the windsurfing footage, what part of the vessel does the unseen person keep hold of?",53,16,0.125,0.3307,2,0,14,0.81,0.14679,0.3831,0.2163,0.5344,0,0
"Immediately after the onscreen ""Semi Final Score 15-8"" announcement, what is the little girl sitting on the sand shown playing with?",102,16,0.125,0.2795,1,2,13,0.9708,0.14174,0.3765,0.3458,0.6796,0,0
"After showing the woman gesturing to colorful cookbook pages of carrots and greens, what object by the window does the camera later inspect and touch?",76,16,0.125,0.3307,2,0,14,0.7989,0.14095,0.3754,0.1739,0.6667,0,0
"After finishing his quick rock-paper-scissors game, what does the man in the orange shirt do on the baseball field?",36,16,0.125,0.2795,1,2,13,0.7666,0.1363,0.3692,0.1729,0.7273,0,0
"As the scene shifts from the initial dim reveal of tools to later knitting of teal and orange stripes, which type of needles does the knitter continuously employ?",84,16,0.125,0.2795,1,2,13,1.2395,0.13601,0.3688,0.6145,0.953,0,0
"After spending time on the laptop browsing ""For Kindle Case"" products, which object does the person later pull out of the brown case when they sit at the dining table?",118,16,0.125,0.3307,2,0,14,0.6375,0.13359,0.3655,0.0125,0.2,0,0
"After the red-shirted archer releases his shot and the scene cuts to three indoor targets, which labeled target ends up with most of the arrows?",103,16,0.125,0.3307,2,0,14,0.8038,0.13334,0.3652,0.1788,0.55,0,0
"After washing their hands at the sink, which item does the cook immediately take from the kitchen cabinet?",93,16,0.125,0.3307,2,0,14,0.7892,0.13156,0.3627,0.1954,0.6061,0,0
"After the group helps the man who toppled backward off his wheelchair, what unexpected action does he later perform when assisted again in the underground passage?",50,16,0.125,0.2795,1,2,13,0.727,0.13097,0.3619,0.102,0.6429,0,0
"Immediately after the bilingual text noting that melting iron requires 1700 °C, what activity is shown being performed with the hand-held torch?",14,16,0.125,0.2795,1,2,13,0.8906,0.12918,0.3594,0.2656,0.785,0,0
"While the band marches past The National Bar, which roadside vehicle’s reflective surface shows mirrored images of the musicians and onlookers?",83,16,0.125,0.3307,2,0,14,0.6546,0.12626,0.3553,0.0296,0.2,0,0
"After the athlete leaps over the chair and hangs from the rim, through what floor-based training apparatus does he immediately run his footwork drills?",22,16,0.125,0.3307,2,0,14,0.6293,0.10858,0.3295,0.0043,0.0682,0,0
"During the arm-wrestling contest that the woman ultimately wins against the man in black, what object does she keep holding in her right hand the entire time?",37,16,0.125,0.3307,2,0,14,0.63,0.1085,0.3294,0.005,0.0804,0,0
"During the live broadcast on the boat, what object does the man in the green shirt lift up while speaking, before he later appears showing off a fish?",99,16,0.125,0.3307,2,0,14,0.6312,0.1084,0.3292,0.0062,0.1,0,0
"As the camera walks along the quiet residential paths and eventually stops beside bright flowering shrubs, which vehicle is parked next to the plants?",21,16,0.125,0.3307,2,0,14,0.6331,0.10817,0.3289,0.0081,0.119,0,0
"Following the earlier scene where a male vaulter in white attire clears an 11-foot bar, what height is shown on the scoreboard for the male vaulter's successful jump later in the video?",74,16,0.125,0.3307,2,0,14,0.6329,0.10768,0.3282,0.0079,0.055,0,0
"After receiving assistance to step onto the chairlift, what does the snowboarder do once the camera cuts to a close-up during the lift’s ascent?",25,16,0.125,0.2165,0,4,12,0.9001,0.10525,0.3244,0.3063,0.5946,0,0
"After demonstrating how to detach lobster meat and before later finely chopping celery and mint, which fruit does the chef carefully slice on the cutting board?",80,16,0.125,0.3307,2,0,14,0.7297,0.1052,0.3243,0.1047,0.3453,0,0
"After the blue laser beams assemble the title words, which tool do the hands later use repeatedly to stitch the vivid pink yarn on the woven surface?",16,16,0.125,0.3307,2,0,14,0.7344,0.10027,0.3167,0.1094,0.3483,0,0
"After he finishes demonstrating mouth rinsing with a cup, what container does the boy next hold to pour water into the sink and splash his sister?",39,16,0.125,0.2795,1,2,13,0.7391,0.09186,0.3031,0.1141,0.7063,0,0
"After the surfing clip is interrupted by the blonde woman in a turquoise tank top speaking amid lush plants and then resumes briefly, what landscape does the video show next?",44,16,0.125,0.2795,1,2,13,0.6758,0.08976,0.2996,0.0508,0.4125,0,0
"While the slackliner balances on the line during sunset, what two tasks does the assistant simultaneously do with each hand?",64,16,0.125,0.2795,1,2,13,0.677,0.08859,0.2976,0.052,0.5263,0,0
"When the bikini-clad woman poses on the outdoor pool table and the man readies his trick shot, what object is clasped between her toes, and what objects does the man arrange along the table’s edge?",52,16,0.125,0.2165,0,4,12,0.7361,0.0869,0.2948,0.1111,0.4943,0,0
"In the only outdoor nighttime scene that contrasts with the earlier indoor range practice, what does the archer do differently with the arrow after drawing his bow?",46,16,0.125,0.2795,1,2,13,0.6473,0.08002,0.2829,0.0223,0.3571,0,0
"After opening the wooden gate and pausing to watch the cat in the alley, what does the person later toss toward the cat further along the path?",81,16,0.125,0.2795,1,2,13,0.6767,0.07803,0.2793,0.0517,0.361,0,0
"During the brief cutaway that interrupts the man’s pool-playing sequence, what specifically titled object is shown resting on a surface?",30,16,0.0938,0.2633,1,1,14,0.6169,0.22436,0.4737,0.0544,0.8182,0,0
"After the presenter sets aside the cylindrical Social Smoke container he first showcased, how is the next small container packaged when he begins to open it?",1,16,0.0938,0.2633,1,1,14,0.8137,0.18576,0.431,0.22,0.7565,0,0
"Before the man lifts a large fish from a water-filled plastic container, what dark material does he previously manipulate in that container?",54,16,0.0938,0.2633,1,1,14,0.7538,0.14223,0.3771,0.1601,0.6172,0,0
"After two people start skipping rope side by side, what does one of them do before they both reappear jumping behind the wooden gymnastic bars?",50,16,0.0938,0.2633,1,1,14,0.5975,0.12531,0.354,0.035,0.2778,0,0
"Before the young woman starts her skincare demonstration, what time is displayed on the Verizon flip phone and which playful icon appears on its screen?",113,16,0.0938,0.1952,0,3,13,0.9941,0.11009,0.3318,0.4003,0.75,0,0
"After a shopper presents a Pepto-Bismol Ultra bottle, which produce item is subsequently picked up from the woven baskets?",71,16,0.0938,0.2633,1,1,14,0.6728,0.10066,0.3173,0.0791,0.5681,0,0
"After the light-hearted moment when the man in the pool reaches toward the woman at the pool’s edge, what task are the two scuba divers focused on underwater?",112,16,0.0938,0.2633,1,1,14,1.0281,0.09021,0.3003,0.4343,0.75,0,0
"After the vibrant dance sequences, during the later self-defense demonstration, how does the woman reverse control once the man grabs her wrist?",95,16,0.0938,0.2633,1,1,14,0.6648,0.07159,0.2676,0.0711,0.1727,0,0
"Following a missed return that leaves the ball lying in the sand, which participant retrieves it and then positions himself to serve again?",20,16,0.0938,0.2633,1,1,14,0.6067,0.06942,0.2635,0.0129,0.2067,0,0
What object does the man carry over his shoulder while skateboarding when another person is lying flat on a separate skateboard behind him?,119,16,0.0938,0.2633,1,1,14,0.5938,0.06934,0.2633,0.0,0.0,0,0
"Right after the rider heads toward the sunset-lit cityscape, what natural detail does the camera focus on before cutting to the forest floor?",30,16,0.0938,0.2633,1,1,14,0.596,0.06899,0.2627,0.0022,0.0357,0,0
"After multiple baton-based routines, the dancers execute a part of the choreography where some lie on the studio floor before standing again; what new prop are they using during that floor segment?",129,16,0.0938,0.2633,1,1,14,0.6142,0.06762,0.26,0.0205,0.1667,0,0
"After the two men finish their serious discussion with a brief handshake, what simultaneous gesture do they make when the conflict flares up again?",108,16,0.0938,0.1952,0,3,13,0.738,0.06514,0.2552,0.1443,0.35,0,0
During the earlier tabletop overview of styling equipment—shown before the stylist later grabs the “K7” spray bottle—which sizable item with a clear lid is singled out on the metallic tray?,118,16,0.0938,0.1952,0,3,13,1.0349,0.05665,0.238,0.4412,0.7692,0,0
"During the later side-by-side close-up comparison, which distinct hairstyle is shown on the woman’s left side opposite her voluminous loose curls?",120,16,0.0938,0.1952,0,3,13,0.977,0.04776,0.2185,0.3833,0.7083,0,0
Which well-hidden creature becomes the central focus once the diver with the head-mounted camera has moved through the narrow rocky corridor?,50,16,0.0938,0.1952,0,3,13,0.5938,0.03809,0.1952,0.0,0.0,0,0
"After the earlier yellow-shirt segments of crunches and single-leg work, what leg position does the woman first take when her top is green?",91,16,0.0938,0.1952,0,3,13,0.6133,0.03572,0.189,0.0195,0.12,0,0
"After the series of street and stage dance acts concludes, which black-and-white object starts dissolving into pixels before the red “COOL” circle appears?",74,16,0.0625,0.1654,0,2,14,0.9473,0.18912,0.4349,0.3848,0.8111,0,0
"After the woman wins her arm-wrestling match and raises her arm in celebration, what object does the shirtless man carry while walking around the venue?",34,16,0.0625,0.2421,1,0,15,0.6846,0.18711,0.4326,0.1221,0.8046,0,0
What label is on the Essie nail polish bottle that the hand sets down just before picking up the round white stamping plate?,28,16,0.0625,0.2421,1,0,15,0.7103,0.17849,0.4225,0.1478,0.6667,0,0
"After finishing their careful page-turning through luxury fashion magazines, which object does the same lanyard-wearing person employ to flatten another magazine on the glass surface?",32,16,0.0625,0.2421,1,0,15,0.7402,0.17601,0.4195,0.2089,0.9901,0,0
Which musical instrument does the child play in the middle of the video after earlier imitating singing with a toy microphone and before later trying a toy xylophone?,51,16,0.0625,0.2421,1,0,15,0.7368,0.12691,0.3562,0.2055,0.7735,0,0
"Following the scenes where the window is wiped with a yellow cloth, what cloth color is used when only a hand is later shown scrubbing the glass?",100,16,0.0625,0.2421,1,0,15,0.6491,0.12516,0.3538,0.0866,0.4425,0,0
"After the man pauses from writing with his pen, but before later scenes show him smoking a cigarette, what does he light and leisurely smoke?",1,16,0.0625,0.2421,1,0,15,0.8082,0.12464,0.353,0.2457,0.8,0,0
"After the presenters move on from air-hockey and begin explaining the miniature pool table, what extra item does the man hold along with the cue stick while he talks to the camera?",48,16,0.0625,0.2421,1,0,15,0.6828,0.11278,0.3358,0.1515,0.7241,0,0
"After the performer’s handstand in which she balances a spinning hoop around her head, in what body position does she next balance the hoop vertically using only her feet?",90,16,0.0625,0.2421,1,0,15,0.7897,0.11073,0.3328,0.2272,0.7166,0,0
"After the snowy outdoor scene featuring a horse in a beige blanket, what grooming product does the woman later display to the camera inside the stable before she applies it to the horse?",101,16,0.0625,0.1654,0,2,14,0.7406,0.10941,0.3308,0.1781,0.6466,0,0
"After a diver briefly stops in the cavern to chase a small lost tool, which larger piece of gear does another diver later remove and let drift away in the open water?",112,16,0.0625,0.2421,1,0,15,0.8865,0.10924,0.3305,0.324,0.769,0,0
"After the two archers release their arrows in the forest, what does one of the men hold while he speaks in the open field?",11,16,0.0625,0.2421,1,0,15,0.5864,0.09754,0.3123,0.0239,0.2941,0,0
Which object does the man first closely inspect and later use to rub along the wooden gun stock?,84,16,0.0625,0.1654,0,2,14,0.9769,0.09548,0.309,0.4144,0.8571,0,0
Which kitchen tool is shown in solitary focus against a plain white background right before the scene switches to the woman pressing a lime with a wooden muddler?,121,16,0.0625,0.2421,1,0,15,0.6827,0.09462,0.3076,0.1202,0.3286,0,0
"During the hallway scene in which the first-person smartphone user finally meets an oncoming person, what item does that approaching individual hand to the phone user?",85,16,0.0625,0.2421,1,0,15,0.6079,0.09259,0.3043,0.0454,0.3722,0,0
"After she finishes applying mascara and turns to show a product toward the camera, which concealer does she hold up?",101,16,0.0625,0.1654,0,2,14,0.6698,0.08863,0.2977,0.1073,0.5,0,0
"After using a utensil to cut open a seasoning packet by the stove, which object does the person later scrub with a yellow sponge at the sink?",75,16,0.0625,0.2421,1,0,15,0.6969,0.08323,0.2885,0.1344,0.517,0,0
"After showcasing a WhistlePig Straight Rye bottle, which bottle does the man replace it with and leave as the focal object on the black table?",43,16,0.0625,0.2421,1,0,15,0.7835,0.08153,0.2855,0.221,0.5759,0,0
What phrase appears on the black screen with a red banner immediately after the man stands beside the pool table explaining his shot?,25,16,0.0625,0.2421,1,0,15,0.5312,0.07715,0.2778,0.0,0.0,0,0
"After several earlier shoe-shining scenes where workers crouch or kneel, in what position does the boy polish the man’s shoe later in the video?",102,16,0.0625,0.2421,1,0,15,0.7049,0.07425,0.2725,0.1424,0.4595,0,0
"When a hand lifts a yellow lid from a black storage bin, what object is revealed on the bin, and what color is the bicycle leaning against the shelving unit that the camera shows afterward?",90,16,0.0625,0.1654,0,2,14,0.6828,0.07327,0.2707,0.1203,1.0,0,0
"After the skiers struggle for space on the crowded lift amid on-screen captions like ""too fat – fail,"" what type of vehicle do two skiers later sit inside while preparing their gear before tackling the low-visibility slopes?",122,16,0.0625,0.2421,1,0,15,0.6537,0.07217,0.2686,0.0912,0.3571,0,0
"After the bull-riding scene introduced by the “Jimmy & Lou” title, what animal do two horseback riders pursue and repeatedly miss with their lassos in the next segment?",3,16,0.0625,0.2421,1,0,15,1.0612,0.07194,0.2682,0.4987,0.9,0,0
What number is displayed on the black canoe that is first carried through shallow water and later paddled to catch up with a green canoe downstream?,104,16,0.0625,0.2421,1,0,15,0.6269,0.07027,0.2651,0.0644,0.4503,0,0
"After folding and labeling the blue material sections on the floor, which leveling device does the worker use on the wall while on the ladder before later rolling adhesive onto it?",126,16,0.0625,0.2421,1,0,15,1.0634,0.07019,0.2649,0.5009,0.8123,0,0
"After the television’s colorful game scene transitions through several menu screens, which logo ultimately appears on the screen?",36,16,0.0625,0.2421,1,0,15,0.662,0.06953,0.2637,0.0995,0.4,0,0
What words are visible on the building behind the lumberjack wearing a blue shirt and white trousers as he chops wood in the town square?,30,16,0.0625,0.1654,0,2,14,0.5965,0.06734,0.2595,0.0652,0.3357,0,0
"Near the end of the video, as the woman keeps scooping seeds from the carved pumpkin by herself, which item suddenly flies across the frame?",107,16,0.0625,0.2421,1,0,15,0.5698,0.06548,0.2559,0.0073,0.0596,0,0
"Following the outdoor sidewalk performance by the dancer in a red shirt and grey shorts, what color are the pants worn by the next solo breakdancer who spins and does handstands indoors?",22,16,0.0625,0.2421,1,0,15,0.5833,0.0625,0.25,0.0208,0.3333,0,0
"After she sprays water on different sections and smooths them with a paddle brush, how does the woman collect her hair?",70,16,0.0625,0.1654,0,2,14,0.6415,0.05977,0.2445,0.1102,0.625,0,0
"Following the scene where the red-shirted cleaner lies flat to vacuum beneath a wooden railing, what item does a second red-shirted helper later handle while assisting the cleaner near the white door?",46,16,0.0625,0.2421,1,0,15,0.5915,0.05936,0.2436,0.029,0.2128,0,0
"Right before the person begins smoothing and tucking the bed, what color shirt do they finish buttoning?",71,16,0.0625,0.2421,1,0,15,0.59,0.05906,0.243,0.0275,0.2111,0,0
"After a skateboarder slides across the wooden crate on the sidewalk, what later change is shown in the scene featuring that same crate?",127,16,0.0625,0.2421,1,0,15,0.5763,0.05884,0.2426,0.0138,0.1818,0,0
"In the grooming scene occurring after the woman has just used a pink nail-trimming tool on the large dog, what color is the claw-clipping tool she uses next?",91,16,0.0625,0.2421,1,0,15,0.5938,0.0587,0.2423,0.0313,0.195,0,0
"After the television powers on and starts showing a dark, suspenseful scene, what electronic device positioned below the screen does a hand reach for and manipulate?",56,16,0.0625,0.2421,1,0,15,0.5625,0.05859,0.2421,0.0,0.0,0,0
"After polishing both black shoes with a white cloth, what item does the cleaner use next to buff them further?",45,16,0.0625,0.2421,1,0,15,0.5701,0.05851,0.2419,0.0076,0.122,0,0
"Before the coffee maker is shown steaming beside two teal mugs, what color is the cup into which the person empties a packet of drink mix?",61,16,0.0625,0.2421,1,0,15,0.5655,0.05835,0.2416,0.003,0.0485,0,0
"After the scene with the bobber floating beside the angled ice hole, what color buoy is later shown indicating the fishing line?",133,16,0.0625,0.2421,1,0,15,0.5667,0.05833,0.2415,0.0042,0.0676,0,0
"After the players finish their match with handshakes, what activity is later shown on the rink before another stone is delivered?",20,16,0.0625,0.2421,1,0,15,0.5669,0.05818,0.2412,0.0044,0.0421,0,0
Which two colors appear alternating on the nails just before further bright pink polish is applied in the final manicure close-up?,91,16,0.0625,0.2421,1,0,15,0.5964,0.05703,0.2388,0.0339,0.1327,0,0
"After the camera shows the stone distance marker beside the mountain path, what object featuring a mounted figure does it focus on next?",96,16,0.0625,0.1654,0,2,14,0.7674,0.0527,0.2296,0.2049,0.5442,0,0
"After multiple divers have been shown executing flips from high platforms, what phrase appears on the final blue screen?",8,16,0.0625,0.1654,0,2,14,0.5327,0.04732,0.2175,0.0015,0.0237,0,0
"After the man finishes displaying each solved face of the Rubik’s Cube to the camera, what does he do to the cube next?",130,16,0.0625,0.1654,0,2,14,0.646,0.04386,0.2094,0.0835,0.5833,0,0
"After a ball rolls into the hole he is digging, what does the boy do with it before returning to his digging?",20,16,0.0625,0.1654,0,2,14,0.5732,0.04147,0.2036,0.0419,0.3636,0,0
"After the sandcastle builder finishes drawing vertical lines with a stick, what tool do they use next to continue carving the structure?",133,16,0.0625,0.1654,0,2,14,0.6594,0.03418,0.1849,0.0969,0.4545,0,0
"After the BMX performer in a red cap and black shirt finishes his stunts, which rider takes over and what clothing identifies him while he executes jumps and spins?",49,16,0.0625,0.1654,0,2,14,0.5625,0.02734,0.1654,0.0,0.0,0,0
Which two divers take the board to perform their synchronized routine right after Christina and Thea complete theirs?,128,16,0.0625,0.1654,0,2,14,0.5697,0.02688,0.164,0.0072,0.082,0,0
"Following the athlete’s release of the hammer, what does the video show a person doing with their black-shod feet on the cracked concrete surface?",49,16,0.0312,0.121,0,1,15,0.7446,0.12561,0.3544,0.2134,0.7865,0,0
What happens immediately after the windsurfer lifts the board with one hand while still holding the sail?,94,16,0.0312,0.121,0,1,15,0.697,0.09672,0.311,0.1657,0.7471,0,0
What activity does the individual perform after raising one arm while skateboarding and before returning to the road to execute playful jumps and spins?,101,16,0.0312,0.121,0,1,15,0.6809,0.08017,0.2831,0.1496,0.9091,0,0
"After the camera lingers on vivid leaves and rough tree bark, what hanging structure becomes the new focal point in the subsequent shot among the branches?",106,16,0.0312,0.121,0,1,15,0.8145,0.07381,0.2717,0.2833,0.692,0,0
"What is the man in the white striped shirt doing when he first appears, before later standing back with folded arms during the shirtless man’s animated conversation?",26,16,0.0312,0.121,0,1,15,0.6146,0.07248,0.2692,0.0834,0.6667,0,0
Which two brand names shown in the initial underwater equipment overlay later match the sail and board that Marco uses when he windsurfs on the ocean surface?,35,16,0.0312,0.121,0,1,15,0.7339,0.07122,0.2669,0.2027,1.0,0,0
"Immediately after the elderly women pose together on the indoor basketball court, which athletic activity by another older woman is shown next?",7,16,0.0312,0.121,0,1,15,0.6129,0.06888,0.2624,0.0817,0.5556,0,0
"Which creature is seen outside the window during the later desk-writing scene, replacing the earlier view of a person in a white shirt standing there?",34,16,0.0312,0.121,0,1,15,0.6201,0.06346,0.2519,0.0888,0.9278,0,0
"During the gymnasium scene where two women rally a ping pong ball while the band in red shirts and plaid skirts performs, what distinctive item is the drummer wearing?",1,16,0.0312,0.121,0,1,15,0.6883,0.05355,0.2314,0.1571,0.8182,0,0
Which exact words printed on the decorated box the man first unboxes are later visible on the underside of the longboard while a rider cruises along the road?,85,16,0.0312,0.121,0,1,15,1.0117,0.05335,0.231,0.5117,0.8125,0,0
"After performing on the empty court with a white baton, what object does the gymnast raise above her head at the start of her next routine?",49,16,0.0312,0.121,0,1,15,0.6333,0.0459,0.2143,0.102,0.6667,0,0
